maintenance_event_id,timestamp,Last_Maintenance_Days_Ago,Maintenance_History_Count,Failure_History_Count,maintenance_type,failure_type,failure_code,failure_severity,repair_time_minutes,downtime_minutes,technician_id,spare_part_used,maintenance_cost,old_machine_id,machine_id,machine_name,machine_type,factory_id,factory_name,country,production_line_id,production_line_name,product_family,manufacturer,criticality_level,machine_generation,site_maturity_level,equipment_level,sensor_reliability,data_quality_level,maintenance_strategy,machine_availability_profile,oee_profile,unplanned_downtime_profile,quality_drift_profile,energy_efficiency_profile,systems_maturity
MEV0068,2026-01-01 11:40:00,88.0,21.0,8.5,corrective,mechanical,F003,critical,101.0,113.0,TECH01,pump,1256.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0069,2026-01-01 11:45:00,13.0,14.0,9.0,corrective,mechanical,F001,major,124.0,170.0,TECH01,bearing,1695.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0070,2026-01-01 11:50:00,118.0,20.0,4.0,preventive,hydraulic,F002,major,147.0,236.0,TECH03,valve,1281.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0071,2026-01-01 11:55:00,103.0,14.0,6.0,preventive,hydraulic,F001,critical,84.0,208.0,TECH02,valve,2725.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0072,2026-01-01 12:00:00,59.0,24.0,3.0,preventive,hydraulic,F003,major,52.0,81.0,TECH03,bearing,1595.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0073,2026-01-01 12:05:00,5.0,22.0,11.0,preventive,hydraulic,F004,major,60.0,56.0,TECH03,pump,952.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0074,2026-01-01 12:10:00,15.0,12.0,10.0,corrective,hydraulic,F002,critical,68.0,47.0,TECH03,pump,309.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0075,2026-01-01 12:15:00,24.0,6.0,9.0,corrective,hydraulic,F002,major,169.0,49.0,TECH02,valve,2237.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0076,2026-01-01 12:20:00,75.0,16.0,3.0,preventive,electrical,F004,critical,168.0,196.0,TECH03,valve,1135.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0076,2026-01-01 12:25:00,56.0,17.0,0.0,preventive,electrical,F002,major,146.0,135.0,TECH01,sensor,2471.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0078,2026-01-01 12:30:00,81.0,11.0,9.0,preventive,hydraulic,F001,minor,124.0,183.0,TECH02,sensor,1374.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0079,2026-01-01 12:35:00,8.0,28.0,13.0,preventive,electrical,F001,minor,46.0,109.0,TECH02,bearing,2389.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0080,2026-01-01 12:40:00,106.0,14.0,8.0,corrective,hydraulic,F003,critical,104.0,218.0,TECH01,bearing,2686.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0081,2026-01-01 12:45:00,88.0,25.0,9.0,preventive,electrical,F001,critical,134.0,216.0,TECH02,valve,2712.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0082,2026-01-01 12:50:00,119.0,4.0,7.0,preventive,electrical,F003,major,78.5,184.5,TECH02,valve,1208.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0083,2026-01-01 12:55:00,102.0,18.0,8.0,preventive,mechanical,F002,major,23.0,153.0,TECH02,sensor,10959.99895287958,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0084,2026-01-01 13:00:00,91.0,7.0,0.0,preventive,hydraulic,F001,major,43.0,108.0,TECH03,bearing,392.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0085,2026-01-01 13:05:00,42.0,3.0,1.0,preventive,electrical,F001,critical,129.0,22.0,TECH01,sensor,780.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0086,2026-01-01 13:10:00,115.0,22.0,7.5,preventive,mechanical,F001,critical,176.0,40.0,TECH01,sensor,1168.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0087,2026-01-01 13:15:00,7.0,4.0,14.0,preventive,hydraulic,F001,critical,41.0,86.0,TECH01,sensor,814.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0088,2026-01-01 13:20:00,116.0,21.0,7.0,preventive,electrical,F001,minor,170.0,92.0,TECH02,pump,10959.99895287958,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0089,2026-01-01 13:25:00,24.0,22.0,7.0,preventive,mechanical,F002,minor,97.0,224.0,TECH03,bearing,2537.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0090,2026-01-01 13:30:00,27.0,7.0,3.5,preventive,mechanical,F002,major,87.0,58.0,TECH03,sensor,1585.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0091,2026-01-01 13:35:00,101.0,18.0,0.0,preventive,hydraulic,F004,critical,77.0,64.0,TECH02,sensor,2304.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0092,2026-01-01 13:40:00,109.0,18.0,9.0,preventive,mechanical,F002,critical,99.0,70.0,TECH03,pump,2308.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0093,2026-01-01 13:45:00,3.0,1.0,4.0,preventive,mechanical,F002,minor,107.0,223.0,TECH01,bearing,1652.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0094,2026-01-01 13:50:00,86.0,5.0,5.0,corrective,mechanical,F002,minor,78.0,232.0,TECH01,sensor,2076.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0095,2026-01-01 13:55:00,48.0,26.0,4.0,corrective,mechanical,F004,minor,52.0,198.0,TECH02,valve,1199.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0096,2026-01-01 14:00:00,102.0,29.0,5.0,preventive,hydraulic,F003,major,26.0,123.0,TECH02,valve,322.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0097,2026-01-01 14:05:00,22.0,17.0,14.0,corrective,hydraulic,F003,critical,73.5,135.0,TECH02,sensor,2271.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0098,2026-01-01 14:10:00,40.0,16.0,6.0,preventive,electrical,F003,major,121.0,113.0,TECH02,sensor,2952.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0099,2026-01-01 14:15:00,48.0,16.0,14.0,preventive,electrical,F003,minor,149.0,185.0,TECH01,sensor,1273.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0100,2026-01-01 14:20:00,49.0,24.0,11.5,corrective,hydraulic,F002,minor,177.0,212.0,TECH02,sensor,646.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0101,2026-01-01 14:25:00,61.5,16.0,9.0,corrective,mechanical,F004,major,143.0,105.0,TECH01,pump,2965.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0102,2026-01-01 14:30:00,74.0,14.0,5.0,preventive,hydraulic,F003,major,72.0,16.0,TECH03,sensor,1650.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0103,2026-01-01 14:35:00,17.0,6.0,2.0,preventive,hydraulic,F004,critical,127.0,50.0,TECH03,valve,1979.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0104,2026-01-01 14:40:00,106.0,4.0,5.0,preventive,mechanical,F002,critical,110.0,160.0,TECH02,bearing,1429.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0105,2026-01-01 14:45:00,7.0,21.0,8.0,preventive,mechanical,F004,critical,159.0,29.0,TECH01,sensor,115.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0106,2026-01-01 14:50:00,43.0,25.0,5.0,preventive,mechanical,F004,minor,117.0,65.0,TECH01,pump,612.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0107,2026-01-01 14:55:00,35.0,24.0,5.0,preventive,electrical,F002,minor,75.0,187.0,TECH03,pump,1157.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0108,2026-01-01 15:00:00,51.0,18.0,4.0,preventive,electrical,F002,major,87.2,173.0,TECH02,pump,10959.99895287958,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0109,2026-01-01 15:05:00,67.0,21.0,10.0,preventive,electrical,F003,minor,99.4,227.0,TECH02,pump,1587.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0110,2026-01-01 15:10:00,77.0,6.0,0.0,preventive,electrical,F003,minor,111.6,21.0,TECH03,pump,1227.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0111,2026-01-01 15:15:00,6.0,1.0,14.0,corrective,electrical,F002,critical,123.8,31.0,TECH02,pump,1412.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0112,2026-01-01 15:20:00,81.0,14.0,4.0,corrective,mechanical,F004,minor,136.0,152.0,TECH03,bearing,242.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0113,2026-01-01 15:25:00,2.0,21.0,10.0,preventive,electrical,F002,minor,90.0,135.0,TECH03,sensor,1076.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0114,2026-01-01 15:30:00,39.0,13.0,0.0,corrective,electrical,F001,critical,98.66666666666669,224.0,TECH03,bearing,2845.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0115,2026-01-01 15:35:00,102.0,5.0,7.0,preventive,electrical,F004,major,107.33333333333331,126.0,TECH03,bearing,436.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0116,2026-01-01 15:40:00,33.0,20.0,13.0,preventive,mechanical,F001,critical,116.0,28.0,TECH03,bearing,1926.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0117,2026-01-01 15:45:00,106.0,6.0,11.0,preventive,hydraulic,F002,minor,104.0,208.0,TECH03,valve,792.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0118,2026-01-01 15:50:00,23.0,4.333333333333333,12.0,corrective,hydraulic,F002,minor,144.0,190.0,TECH03,sensor,1115.0,M01,CNC_FR_001,Centre d'usinage Mazak,CNC,FR01,Usine Lyon,France,FR_L_CARTERS,Ligne carters moteur,Moteur automobile,Mazak,high,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0119,2026-01-01 15:55:00,116.0,2.6666666666666665,0.0,preventive,hydraulic,F002,major,154.0,172.0,TECH02,bearing,2048.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0120,2026-01-01 16:00:00,33.0,1.0,14.0,preventive,mechanical,F001,major,164.0,1.0,TECH01,pump,2523.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0121,2026-01-01 16:05:00,89.0,19.0,7.0,preventive,mechanical,F003,critical,108.0,48.0,TECH01,sensor,2205.0,M02,LAS_FR_001,Découpe laser Trumpf,Découpe laser,FR01,Usine Lyon,France,FR_L_FREINS,Ligne disques de frein,Freinage automobile,Trumpf,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0122,2026-01-01 16:10:00,78.0,0.0,3.0,preventive,mechanical,F001,critical,124.0,230.0,TECH02,bearing,2120.0,M04,QLT_FR_001,Contrôle qualité vision,Contrôle qualité,FR01,Usine Lyon,France,FR_L_QUALITE,Contrôle qualité précision,Turbomachine aéronautique,Keyence,medium,recent,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
MEV0123,2026-01-01 16:15:00,99.0,12.0,2.0,preventive,hydraulic,F001,major,178.0,239.0,TECH02,bearing,688.0,M03,FOU_FR_001,Four traitement thermique,Four industriel,FR01,Usine Lyon,France,FR_L_ARBRES,Ligne arbres de transmission,Transmission automobile,SECO/WARWICK,critical,mid_life,mature,recent,high,high,preventive,stable,stable,low,low,optimized,MES/SCADA/GMAO integres
